source_ip_address,source_port_number,destination_ip_address,destination_port_number,is_ack,destination_mac_address,acknowledge_number,is_rst,is_cwr,is_fin,total_ip_packet_length,window_size,network_protocol,is_psh,is_syn,is_urg,transport_protocol,ttl,ip_identifier,sequence_number,is_ece,source_mac_address,attack_flag,attack_step,attack_name
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,188,1869,IP,1,0,0,TCP,64,5169,3547498957,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,188,1869,IP,1,0,0,TCP,64,5169,3547498957,0,00:00:00:00:00:00,0,benign,benign
127.0.0.15,443,127.0.0.8,5057,1,00:00:00:00:00:00,3887122643,0,0,0,40,62780,IP,0,0,0,TCP,238,59272,3373449032,0,00:00:00:00:00:00,0,benign,benign
127.0.0.15,443,127.0.0.8,5057,1,00:00:00:00:00:00,3887127023,0,0,0,40,65535,IP,0,0,0,TCP,238,59273,3373449032,0,00:00:00:00:00:00,0,benign,benign
127.0.0.15,443,127.0.0.8,5057,1,00:00:00:00:00:00,3887129943,0,0,0,40,65535,IP,0,0,0,TCP,238,59274,3373449032,0,00:00:00:00:00:00,0,benign,benign
127.0.0.15,443,127.0.0.8,5057,1,00:00:00:00:00:00,3887132995,0,0,0,40,65535,IP,0,0,0,TCP,238,59275,3373449032,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547499093,0,0,0,52,32759,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547499093,0,0,0,52,32759,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.15,443,127.0.0.8,5057,1,00:00:00:00:00:00,3887135915,0,0,0,40,65535,IP,0,0,0,TCP,238,59276,3373449032,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,5057,127.0.0.15,443,1,00:00:00:00:00:00,3373449032,0,0,0,1262,32120,IP,1,0,0,TCP,64,37028,3887140295,0,00:00:00:00:00:00,0,benign,benign
127.0.0.15,443,127.0.0.8,5057,1,00:00:00:00:00:00,3887138835,0,0,0,40,65535,IP,0,0,0,TCP,238,59277,3373449032,0,00:00:00:00:00:00,0,benign,benign
127.0.0.15,443,127.0.0.8,5057,1,00:00:00:00:00:00,3887141517,0,0,0,40,65535,IP,0,0,0,TCP,238,59278,3373449032,0,00:00:00:00:00:00,0,benign,benign
127.0.0.15,443,127.0.0.8,5057,1,00:00:00:00:00:00,3887141517,0,0,0,508,65535,IP,1,0,0,TCP,238,59279,3373449032,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,5057,127.0.0.15,443,1,00:00:00:00:00:00,3373449500,0,0,0,40,35040,IP,0,0,0,TCP,64,37029,3887141517,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5170,3547499093,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,82,1869,IP,1,0,0,TCP,64,5171,3547500481,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5172,3547500511,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5170,3547499093,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,82,1869,IP,1,0,0,TCP,64,5171,3547500481,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5172,3547500511,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547500511,0,0,0,52,32679,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547501899,0,0,0,52,32768,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547500511,0,0,0,52,32679,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547501899,0,0,0,52,32768,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,160,1869,IP,1,0,0,TCP,64,5173,3547501899,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,160,1869,IP,1,0,0,TCP,64,5173,3547501899,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547502007,0,0,0,52,32761,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547502007,0,0,0,52,32761,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3782,127.0.0.7,443,0,00:00:00:00:00:00,0,0,0,0,60,14600,IP,0,1,0,TCP,64,19957,1853764563,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3177,127.0.0.7,443,0,00:00:00:00:00:00,0,0,0,0,60,14600,IP,0,1,0,TCP,64,40676,1350951106,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5174,3547502007,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,82,1869,IP,1,0,0,TCP,64,5175,3547503395,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5176,3547503425,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5174,3547502007,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,82,1869,IP,1,0,0,TCP,64,5175,3547503395,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5176,3547503425,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,3782,1,00:00:00:00:00:00,1853764564,0,0,0,44,8190,IP,0,0,0,TCP,238,20641,4098175653,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,3177,1,00:00:00:00:00:00,1350951107,0,0,0,44,8190,IP,0,0,0,TCP,238,43039,1968018424,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3782,127.0.0.7,443,1,00:00:00:00:00:00,4098175654,0,0,0,40,14600,IP,0,0,0,TCP,64,19958,1853764564,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547503425,0,0,0,52,32679,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547504813,0,0,0,52,32768,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3177,127.0.0.7,443,1,00:00:00:00:00:00,1968018425,0,0,0,40,14600,IP,0,0,0,TCP,64,40677,1350951107,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547503425,0,0,0,52,32679,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547504813,0,0,0,52,32768,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,136,1869,IP,1,0,0,TCP,64,5177,3547504813,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,136,1869,IP,1,0,0,TCP,64,5177,3547504813,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547504897,0,0,0,52,32762,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547504897,0,0,0,52,32762,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3177,127.0.0.7,443,1,00:00:00:00:00:00,1968018425,0,0,0,194,14600,IP,1,0,0,TCP,64,40678,1350951107,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3782,127.0.0.7,443,1,00:00:00:00:00:00,4098175654,0,0,0,194,14600,IP,1,0,0,TCP,64,19959,1853764564,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,3177,1,00:00:00:00:00:00,1350951261,0,0,0,40,10956,IP,0,0,0,TCP,238,43040,1968018425,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,3177,1,00:00:00:00:00:00,1350951261,0,0,0,40,30016,IP,0,0,0,TCP,238,31774,1968018425,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,3177,1,00:00:00:00:00:00,1350951261,0,0,0,1500,30016,IP,0,0,0,TCP,238,31775,1968018425,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,3177,1,00:00:00:00:00:00,1350951261,0,0,0,1500,30016,IP,0,0,0,TCP,238,31776,1968019885,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,3177,1,00:00:00:00:00:00,1350951261,0,0,0,1500,30016,IP,0,0,0,TCP,238,31777,1968021345,0,00:00:00:00:00:00,0,benign,benign
